51.512959|51.849025|10.0.2.15|198.52.200.39|TCP|36922|443|[1514, 1514, 1514, 1514, 1514, 1514, 1514, 1514, 1514, 1514, 1514, 1514, 1514, 1514, 1514, 1514, 1514, 1514, 1514, 1514, 1514, 1514, 1514, 1514, 1514, 1514, 1514, 1514, 1514, 1514, 1514, 54, 1514, 1514, 1514, 1514, 1514, 1514, 1514, 1514]|0.3360659999999953|[1e-05, 5.600000000072214e-05, 0.12940899999999544, 8.499999999855845e-05, 5.5000000003246896e-05, 7.999999999697138e-05, 3.600000000147929e-05, 0.00011400000000350019, 4.99999999945544e-05, 0.0001600000000010482, 0.0002750000000020236, 0.00034000000000133923, 0.00023199999999690135, 0.0023610000000005016, 0.000641000000001668, 0.00015499999999946112, 0.0005519999999989977, 0.00013799999999974943, 0.0004500000000007276, 0.000610999999999251, 0.00019400000000047157, 0.0005510000000015225, 0.00015499999999946112, 0.0005400000000008731, 0.00020899999999812735, 0.0006139999999987822, 0.0018910000000005311, 0.0001409999999992806, 0.0005070000000060304, 0.00013799999999974943, 0.0004409999999950287, 0.16159700000000043, 0.029223000000001775, 0.00018399999999729744, 0.0006470000000007303, 0.002299000000000717, 8.400000000108321e-05, 0.00031700000000256523, 8.19999999990273e-05, 0.0003639999999975885]|FILE-TRANSFER_gate_SFTP_filetransfer.pcap
51.642954|52.413628|10.0.2.15|198.52.200.39|TLSv1.2|36922|443|[1514, 1514, 1514, 1514, 1415, 1235, 1235, 1297, 1235, 1235, 1235, 1313, 1235, 1235, 1273, 1235, 719, 1235, 1235, 1235, 1235, 243, 247, 1235, 1235, 1235, 799, 1235, 1235, 327, 1235, 205, 1235, 1235, 1235, 1235, 243, 761, 1235, 1235]|0.7706739999999996|[1e-05, 9.299999999967667e-05, 0.0004500000000007276, 0.0004729999999995016, 0.002494999999996139, 0.0007209999999986394, 0.0006430000000037239, 0.000476999999996508, 0.0008140000000054215, 0.000702999999994347, 0.0008520000000018513, 0.000506999999998925, 0.002006999999998982, 0.0006400000000041928, 0.0005499999999969418, 0.19107699999999994, 0.00059500000000412, 0.002207999999995991, 0.00046999999999997044, 0.00044199999999960937, 0.00044199999999960937, 0.0001560000000040418, 0.0009699999999952524, 0.30284400000000034, 0.0008780000000001564, 0.0009090000000000487, 0.0005260000000006926, 0.0022610000000042874, 0.0008969999999948186, 0.0006240000000019563, 0.12345299999999781, 0.0005160000000046239, 0.0027970000000010486, 0.0008639999999999759, 0.0008279999999984966, 0.0008229999999969095, 0.000309000000001447, 0.0020919999999975403, 0.12144500000000136, 0.0007220000000032201]|FILE-TRANSFER_gate_SFTP_filetransfer.pcap
51.849025|52.414181|10.0.2.15|198.52.200.39|TCP|36922|443|[1514, 1514, 1514, 1514, 1514, 54, 54, 1514, 1514, 1514, 1514, 1514, 1514, 1514, 1514, 1514, 1514, 1514, 1514, 1514, 54, 1514, 1514, 1514, 1514, 1514, 1514, 1514, 1514, 1514, 1514, 1514, 1514, 1514, 54, 1514, 1514, 1514, 1514, 1514]|0.5651560000000018|[1e-05, 0.00035000000000451337, 9.399999999715192e-05, 0.001024000000001024, 0.0001049999999978013, 0.0957390000000018, 0.14400799999999947, 0.0628019999999978, 0.00016400000000516002, 0.0006939999999957536, 0.00015499999999946112, 0.0007090000000005148, 0.00015499999999946112, 0.0007149999999995771, 0.001961000000001434, 0.0001850000000018781, 0.0007269999999977017, 0.00015900000000357295, 0.0007179999999991082, 7.399999999790907e-05, 0.09477900000000261, 0.028241999999998768, 0.00019300000000299633, 0.0007019999999968718, 0.0024950000000032446, 0.00014399999999881175, 0.0007269999999977017, 0.00019499999999794682, 0.0006650000000050227, 0.0001699999999971169, 0.000664000000000442, 0.0001699999999971169, 0.002100000000005764, 0.0003569999999939455, 0.09518100000000373, 0.025967000000001406, 0.0002159999999946649, 0.0006529999999997926, 0.00018300000000692762, 0.0006329999999934444]|FILE-TRANSFER_gate_SFTP_filetransfer.pcap
51.849079|52.414879|198.52.200.39|10.0.2.15|TCP|443|36922|[60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60]|0.5657999999999959|[1e-05, 0.0001469999999983429, 0.00029699999999621696, 0.00014700000000544833, 0.00015799999999899228, 0.0008279999999984966, 0.00013899999999722468, 0.30272599999999983, 0.00018599999999935335, 0.0006079999999997199, 0.0002650000000059549, 0.0005709999999936599, 0.00034600000000040154, 0.0005300000000048044, 0.001976999999996565, 0.0003050000000044406, 0.0005849999999938404, 0.00046400000000090813, 0.00025800000000231194, 0.00012100000000003774, 0.12326900000000052, 0.000332000000000221, 0.0005060000000014497, 0.0023839999999992756, 0.00043099999999896, 0.0005799999999993588, 0.0002599999999972624, 0.0004930000000058499, 0.0002579999999952065, 0.0006520000000023174, 0.00016899999999964166, 0.0003110000000035029, 0.0018599999999935335, 0.00020300000000617047, 0.1213160000000002, 0.00014199999999675583, 0.0007250000000027512, 0.00018499999999477268, 0.0005340000000018108, 0.00038200000000188084]|FILE-TRANSFER_gate_SFTP_filetransfer.pcap
52.414181|52.807306|10.0.2.15|198.52.200.39|TCP|36922|443|[1514, 1514, 1514, 1514, 1514, 1514, 1514, 1514, 54, 1514, 1514, 1514, 1514, 1514, 1514, 1514, 1514, 1514, 1514, 1514, 1514, 1514, 1514, 1514, 1514, 1514, 1514, 1514, 1514, 1514, 1514, 1514, 1514, 1514, 54, 54, 54, 1514, 1514, 1514]|0.3931249999999977|[1e-05, 0.0006979999999998654, 0.0020590000000026976, 0.0001759999999961792, 0.0006810000000001537, 0.00016899999999964166, 0.0005910000000000082, 0.0001829999999998222, 0.1435859999999991, 0.061245000000006655, 0.0002159999999946649, 0.0031409999999993943, 0.00021800000000382624, 0.0007949999999965485, 0.00019700000000000273, 0.0007540000000005875, 0.00019700000000000273, 0.0007039999999989277, 0.00019100000000094042, 0.003132999999998276, 0.0003260000000011587, 0.0006559999999993238, 0.00029600000000584714, 0.0007299999999972329, 0.00020099999999700913, 0.000740000000000407, 0.00018200000000234695, 0.0033540000000016335, 7.999999999697138e-05, 0.00032300000000162754, 7.999999999697138e-05, 0.0003930000000025302, 6.900000000342743e-05, 0.00023999999999801958, 0.10157399999999939, 0.04798199999999753, 0.012984000000002993, 0.000785999999997955, 0.00021300000000223918, 0.0026390000000020564]|FILE-TRANSFER_gate_SFTP_filetransfer.pcap
52.415244|52.807962|198.52.200.39|10.0.2.15|TCP|443|36922|[60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60]|0.3927180000000021|[1e-05, 0.002068000000001291, 0.00019799999999747797, 0.0006460000000032551, 0.00022099999999625197, 0.0004800000000031446, 0.000354999999998995, 0.2047189999999972, 0.00030399999999985994, 0.0004670000000004393, 0.0025839999999988095, 0.00037700000000029377, 0.0006729999999990355, 0.00028300000000314185, 0.000605999999997664, 0.0002970000000033224, 0.0006249999999994316, 0.0003799999999998249, 0.0003030000000023847, 0.002744999999997333, 0.0002670000000009054, 0.0006929999999982783, 0.000301999999997804, 0.0006470000000007303, 0.0002880000000047289, 0.0006099999999946704, 0.0003069999999993911, 0.00030800000000397176, 0.0027430000000023824, 0.00014599999999376223, 0.00026000000000436785, 0.0002459999999970819, 0.0002980000000007976, 4.5999999997548e-05, 0.00017600000000328464, 0.1636439999999979, 0.00023500000000353793, 0.00030999999999892225, 0.0024700000000024147, 0.00010799999999733245]|FILE-TRANSFER_gate_SFTP_filetransfer.pcap
52.414506|53.001845|10.0.2.15|198.52.200.39|TLSv1.2|36922|443|[1235, 285, 1235, 1235, 841, 1235, 1151, 1235, 1235, 1235, 1235, 243, 1075, 1235, 1235, 1235, 403, 915, 1235, 1235, 91, 1235, 637, 1235, 1235, 1235, 1235, 243, 1075, 797, 1235, 1235, 1235, 717, 1235, 1235, 1235, 717, 1235, 123]|0.587339|[1e-05, 0.0005539999999939482, 0.0023300000000006094, 0.0008410000000012019, 0.0007850000000004798, 0.20508000000000237, 0.0003740000000007626, 0.0029879999999948836, 0.0010370000000037294, 0.0008979999999993993, 0.0009519999999980655, 0.0003600000000005821, 0.0030040000000042255, 0.0009899999999944953, 0.0009360000000029345, 0.000914999999999111, 0.0003140000000030341, 0.0029629999999940537, 0.00041900000000083537, 0.0003760000000028185, 0.00023900000000054433, 0.1637360000000001, 0.0002920000000017353, 0.002577999999999747, 0.0009329999999962979, 0.0008100000000013097, 0.0008369999999970901, 0.0004020000000011237, 0.0016889999999989413, 0.00029400000000379123, 0.05926199999999682, 0.0009459999999990032, 0.000980000000005532, 0.00036899999999917554, 0.003160000000001162, 0.0009069999999979927, 0.0008869999999987499, 0.00048199999999809506, 0.12187100000000584, 0.00031399999999592865]|FILE-TRANSFER_gate_SFTP_filetransfer.pcap
52.808338|53.131307|198.52.200.39|10.0.2.15|TCP|443|36922|[60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60]|0.3229690000000005|[1e-05, 0.0002539999999982001, 0.0005560000000031096, 0.0002550000000027808, 0.0005639999999971224, 0.0002380000000030691, 0.00035399999999441434, 0.0014460000000013906, 0.00024100000000260025, 0.00029699999999621696, 0.05898499999999984, 0.0003069999999993911, 0.0006440000000011992, 0.0003069999999993911, 0.0006699999999995043, 0.00031800000000004047, 0.0011440000000035866, 0.0020510000000015793, 0.00031999999999499096, 0.0005920000000045889, 0.00031200000000097816, 0.000610999999999251, 0.0002649999999988495, 0.00045899999999932106, 0.12158000000000158, 0.0003260000000011587, 0.00041099999999971715, 0.002321999999999491, 0.0003169999999954598, 0.0006170000000054188, 0.0003109999999963975, 0.0005990000000011264, 0.0003589999999960014, 0.0006490000000027862, 0.0002709999999979118, 0.0002910000000042601, 0.001594999999994684, 0.0002990000000053783, 0.0004579999999947404, 0.12130700000000161]|FILE-TRANSFER_gate_SFTP_filetransfer.pcap
52.807306|53.132708|10.0.2.15|198.52.200.39|TCP|36922|443|[1514, 1514, 1514, 1514, 1514, 1514, 1514, 1514, 1514, 1514, 1514, 1514, 1514, 1514, 1514, 1514, 1514, 1514, 1514, 1514, 1514, 54, 1514, 1514, 1514, 1514, 1514, 1514, 1514, 1514, 1514, 1514, 1514, 1514, 54, 1514, 1514, 1514, 1514, 1514]|0.32540200000000397|[1e-05, 0.0006560000000064292, 0.00016699999999758575, 0.0006599999999963302, 0.00016500000000263526, 0.0006449999999986744, 0.00017300000000375348, 0.0019220000000004234, 0.0001509999999953493, 0.059277999999999054, 0.0002570000000048367, 0.0007469999999969446, 0.00021000000000270802, 0.0007609999999971251, 0.00019999999999953388, 0.0033370000000019218, 0.00019600000000252749, 0.000732999999996764, 0.00018399999999729744, 0.0007550000000051682, 0.0001639999999980546, 0.09569199999999967, 0.02639599999999831, 0.0002080000000006521, 0.002803000000000111, 0.00019100000000094042, 0.000821000000001959, 0.00018599999999935335, 0.0007209999999986394, 0.00019300000000299633, 0.0007579999999975939, 0.00019900000000205864, 0.0019939999999962765, 0.00021000000000270802, 0.09331999999999852, 0.02829499999999996, 0.0002040000000036457, 0.0008489999999952147, 0.00017600000000328464, 0.000656999999996799]|FILE-TRANSFER_gate_SFTP_filetransfer.pcap
53.131417|53.387494|198.52.200.39|10.0.2.15|TCP|443|36922|[60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60]|0.25607699999999767|[1e-05, 0.0006699999999995043, 0.0002750000000020236, 0.0005489999999994666, 0.00026199999999931833, 0.00019100000000094042, 0.0022069999999985157, 0.0002740000000045484, 0.0005719999999982406, 0.00027399999999744296, 0.0005459999999999354, 0.00026000000000436785, 0.0003339999999951715, 0.12238100000000429, 0.00026599999999632473, 0.002437999999997942, 0.0004000000000061732, 0.00021999999999877673, 9.999999999621423e-05, 0.00021399999999971442, 0.00011700000000303135, 0.00022200000000083264, 0.00011800000000050659, 0.00011399999999639476, 0.000770000000002824, 0.00017499999999870397, 0.00026599999999632473, 0.0602090000000004, 0.00032099999999957163, 0.000537000000001342, 0.00031600000000509, 0.0005219999999965808, 0.00026600000000343016, 0.002466999999995778, 0.000301999999997804, 0.0005980000000036512, 0.00033499999999975216, 0.0005889999999979523, 0.00025400000000530554, 0.0004959999999982756]|FILE-TRANSFER_gate_SFTP_filetransfer.pcap
47.441774|53.490343|198.52.200.39|10.0.2.15|TLSv1.2|443|36922|[597, 597, 597, 597, 597, 597, 597, 597, 597, 597, 597, 597, 597, 597, 597, 1111, 597, 597, 1140, 597, 597, 597, 1140, 597, 1392, 345, 597, 1392, 345, 597, 597, 1140, 597, 1140, 1140, 1140, 1392, 316, 597, 597]|6.0485690000000005|[1e-05, 0.42826300000000117, 0.3985589999999988, 0.32693599999999634, 0.06882800000000344, 0.377088999999998, 0.3500719999999973, 0.07077699999999965, 0.1881400000000042, 0.37128399999999573, 0.38058300000000145, 0.4007660000000044, 0.4439779999999942, 0.3952770000000001, 0.13240900000000266, 0.06927699999999959, 0.06564300000000145, 0.14126100000000008, 0.10068199999999905, 0.06591600000000142, 0.06439999999999912, 0.06473199999999935, 0.06407899999999955, 0.11462999999999823, 0.09733700000000312, 0.0036660000000026116, 0.07646699999999385, 0.048140000000003624, 0.05216300000000018, 0.06697199999999981, 0.06573799999999608, 0.0641600000000011, 0.06520100000000184, 0.06398899999999941, 0.06579299999999932, 0.06413100000000327, 0.020541000000001475, 0.04439299999999946, 0.06344799999999395, 0.06389900000000637]|FILE-TRANSFER_gate_SFTP_filetransfer.pcap
